isLocalGuide,name,ReviewDate,MealType,ServiceType,AtmosphereRating,FoodRating,ServiceRating,Rating,review
TRUE,Bhavani B,12-12-2021,Dinner,Dine in,,,,4,"Awesome food varieties with great taste. Ambience is not that great, so would recommend to takeaway."
FALSE,Sri Mathi,11-12-2021,,,,,,5,It's superb
FALSE,Vikas Yadav,11-12-2021,,,,,,3,
FALSE,Sanjay Ganesh,11-12-2021,,,,,,5,
FALSE,Ramya K,10-12-2021,,,,,,5,Awesome food
TRUE,Cyber Orcas,10-12-2021,,,,,,3,Tamil foods are available... If you are tamil this place will made you like you are in TN. But seating are very limited. Cost is moderate
FALSE,mahesh chavan,09-12-2021,,,,,,5,
TRUE,Titas Ganguly,09-12-2021,Dinner,Take out,,,,5,Good place with a pocket friendly price. Wait time is like only 10 mins. They will prepare the food infront of you that's the best part.
FALSE,tsamsa 1988,06-12-2021,Dinner,Dine in,,,,5,
TRUE,Balavenkatesh Mohan,05-12-2021,,,,,,5,Super food taste very nice
FALSE,Vinayagam Selvaraj,05-12-2021,,,,,,5,
TRUE,Aravind Raj,04-12-2021,,,,,,5,
FALSE,chandu,30-11-2021,,,,,,5,
TRUE,venky ch,28-11-2021,Dinner,Take out,,,,1,
FALSE,Karthikeyan Manoharan,28-11-2021,,,,,,5,
TRUE,Abhijith A S,28-11-2021,,,,,,3,
TRUE,david raj kumar,25-11-2021,,,,,,5,
TRUE,harini indusekar,03-11-2021,Dinner,Take out,,,,4,One of the best tamil- South Indian shop. With the flavour of madurai's touch.. Has the best Parotta's n chicken curry🤤...
FALSE,JOTHI BALAMURUGAN,01-11-2021,,,,,,5,
TRUE,mr.íѕwαr rασ,01-11-2021,,,,,,5,
TRUE,Nadhan G,31-10-2021,,,,,,5,
FALSE,NOTTI HARSHA,31-10-2021,,,,,,5,The name deserves it
TRUE,Samba sivarao Battula,29-10-2021,,,,,,5,Nice
TRUE,Umashankar Kesavan,29-10-2021,Dinner,Take out,,,,3,
FALSE,Sanjay Yadav,28-10-2021,,,,,,5,
FALSE,Sathik basha,28-10-2021,,,,,,5,True      friend rh
FALSE,C RAVI,28-10-2021,,,,,,5,
FALSE,Balasubramanian Ganesan,28-10-2021,,,,,,5,
TRUE,Anusha C,26-10-2021,,,,,,3,Chicken kari dosa is good..kalaki isnot upto the mark
TRUE,Rahul Jami,25-10-2021,,,,,,4,"Place is like little smaller..
But food taste's good"
TRUE,krishna chaitanya,21-10-2021,,,,,,4,"Nice tast,I will get major variety of Tamil food .tast is good u can try"
TRUE,Thirumurugan A,20-10-2021,,,,,,5,Only for personnel who have tasted such food like parotta or samba biriyani would love this place.. it would be better for newbies if they're accompanied with someone who knows the food well..
FALSE,Rajkumar Kodavalli,19-10-2021,,,,,,5,Excellent place for nice authentic South Indian recipes.
TRUE,vivek anandhan,19-10-2021,,,,,,4,
TRUE,saikiran reddy,19-10-2021,,,,,,5,
TRUE,Hariharan Thirumeni,19-10-2021,,,,,,4,"Tasty tamil nadu style hotel. Barrotta, Biryani (tn syle) is good. Restaurant is too small. Only 12 people can sit at a time."
FALSE,Kethan Karthick,18-10-2021,,,,,,4,
FALSE,Saikumar Seenula,18-10-2021,,,,,,5,
TRUE,M Kishore Kumar,17-10-2021,,,,,,1,Sincerely only tamilians can eat where the Telangana people cannot gonna eat such type due to lack of spices
TRUE,srihari edara,14-10-2021,,,,,,5,
TRUE,Satish Yenumula,14-10-2021,,,,,,5,
FALSE,rockstar ujju,12-10-2021,,,,,,5,
TRUE,Shaikh Hasina,11-10-2021,,,,,,5,"We had Samba Chicken Biryani and Chicken Sukha Biryani, taste was delicious and very different.
The place is very clean and hygienic."
TRUE,Daniel MJ,08-10-2021,,,,,,5,
TRUE,Pranav Kumar,05-10-2021,,,,,,5,
TRUE,Mathew Mariyadoss,03-10-2021,,,,,,4,
TRUE,Yohannan Albert,02-10-2021,,,,,,5,
TRUE,khadar mohammad,02-10-2021,,,,,,4,
FALSE,Shaan Sanjay4,01-10-2021,,,,,,5,
FALSE,R.Ramasubramanian Sathish,01-10-2021,,,,,,4,
TRUE,Madishetti Ravikiran,01-10-2021,,,,,,4,
TRUE,Mohammad Fysal L A,27-09-2021,,,,,,5,
TRUE,Shaikh Rafi,26-09-2021,,,,,,5,
FALSE,Maruthi Avari,25-09-2021,,,,,,3,
FALSE,Sundar M,25-09-2021,,,,,,5,
FALSE,Prem Ji,24-09-2021,,,,,,5,Very good
TRUE,karthik thippani,23-09-2021,,,,,,4,
FALSE,Oscar Basil,23-09-2021,,,,,,5,Awesome place for Tamilian Food... Had very good experience.... A small place but fulfilling the quest
TRUE,dinesh Murugapandi,21-09-2021,,,,,,5,
TRUE,Shubham Raj,21-09-2021,,,,,,3,
FALSE,M Varma,21-09-2021,,,,,,4,"Tasty food..
Like the kotthu paratta.. chicken fry... Chiken biryani..."
TRUE,Ram,19-09-2021,,,,,,5,
TRUE,Niraj Jha,16-09-2021,,,,,,1,
TRUE,SOMASEKAR GOVINDARAJU,15-09-2021,,,,,,5,
TRUE,kingkar sarkar,13-09-2021,,,,,,5,That is good place for food
TRUE,Kethineni Jeevan,12-09-2021,,,,,,5,
TRUE,Rajesh Sundarrajan,12-09-2021,,,,,,5,Taste delicious
FALSE,Akhilesh Jinkala,11-09-2021,,,,,,3,
FALSE,MALLIKARJUNA MALREDDY,10-09-2021,,,,,,5,
FALSE,Ragul Hari,06-09-2021,,,,,,5,
FALSE,kavimani M,05-09-2021,,,,,,5,
FALSE,Prasad baddi,02-09-2021,,,,,,5,
TRUE,jaya kumar,31-08-2021,,,,,,5,"Good tasty tamilnadu food available here. Food is really very nice. I love this place. Only bad thing is very small restaurant, we have to wait for seating. Price also affordable. If you really wants to taste tamilnadu food style better go here."
FALSE,Mahes wari,31-08-2021,,,,,,5,
TRUE,Arockia Newman,28-08-2021,,,,,,5,
TRUE,Gopal “Gopal Manan” Sharma,26-08-2021,,,,,,4,
TRUE,Santhosh Kumar,25-08-2021,,,,,,4,"If you are bored of tasting routine recipies, you definitely love this place for next 5 times, different menu with good taste, I really loved it."
TRUE,Rahul Kumar,24-08-2021,,,,,,4,
FALSE,Thameem Ansari,24-08-2021,,,,,,4,Nice
TRUE,PS Tejakumar (Uchiha Tejakumar),24-08-2021,,,,,,4,
TRUE,Allan Rai,22-08-2021,,,,,,5,"If you'd like to take authentic Tamil Nadu food, this is the place!
The place is small but nothing beats the taste.
You can order food through Dunzo.
Biryani's & parotta is a Must try!"
FALSE,Vinoth Nagarajan,21-08-2021,,,,,,5,
FALSE,Indrapal Singh RaJPuT,21-08-2021,,,,,,2,
TRUE,Yoganathan .K,21-08-2021,,,,,,4,
FALSE,bonala saikumar,19-08-2021,,,,,,5,
FALSE,nainala bhaskar,18-08-2021,,,,,,5,Awesome 😎😎
TRUE,KaLyAn KuMaR,17-08-2021,,,,,,5,Lovely place. Delicious food. Can get orginal Madurai food taste in Hyderabad. Budget friendly place too. Must visit place
TRUE,mona lisha,16-08-2021,,,,,,5,If you are missing tamil flavours. This should be go to. Tiny place but justifies your cravings.
TRUE,SUNNY SUNDEEP,14-08-2021,,,,,,3,
FALSE,Joyeta Poddar,12-08-2021,,,,,,5,
TRUE,Ananay Aryendra,09-08-2021,,,,,,4,
TRUE,uma vignesh,07-08-2021,,,,,,5,
TRUE,Maayon,05-08-2021,,,,,,4,Trademark Madurai foods......awesome taste...
TRUE,Vanshika Vasireddy,03-08-2021,,,,,,5,
TRUE,Hiran Mira,01-08-2021,,,,,,5,
TRUE,Sriram Selvaraj,01-08-2021,,,,,,5,
TRUE,Somavarapu Bhargav,31-07-2021,,,,,,4,
TRUE,Rahul Budipalli,28-07-2021,,,,,,5,Must visit place for Tamil people
TRUE,Gk Santosh,27-07-2021,,,,,,5,Quick lunch. Good food.
TRUE,chandrasekar raju,27-07-2021,,,,,,5,Food taste is super
TRUE,Kiran Paniti,26-07-2021,,,,,,3,Good
FALSE,Samyuktha Rani,25-07-2021,,,,,,5,
TRUE,Trending,22-07-2021,,,,,,5,
TRUE,Marvyn,22-07-2021,,,,,,5,
FALSE,Maria Prem,21-07-2021,,,,,,5,"Superb food, nice homely feel"
FALSE,Ashok Kumar,19-07-2021,,,,,,5,Good taste
TRUE,Tata Teja,18-07-2021,,,,,,5,"Best food and less prices....must try items like chicken/egg kuthu paratha, Biryani, fish, dosa's...if you are a foodie can try entire menu. It's completely managed by tamilnadu people only. Minimal seating and take away option also available. Best place for breakfast/ lunch/dinner..."
TRUE,vinoth kannan,18-07-2021,,,,,,5,
TRUE,Swapnil Mohite,18-07-2021,,,,,,3,
FALSE,yesuraj s,18-07-2021,,,,,,5,Food is number one quality. 🐐🐐 Madurai Motton Briyani vera level 🥰🥰🥰🤪😜😛😋 🥳🥳🥳🤠🤠🤠🤝👍
FALSE,Abhishek Kumar,17-07-2021,,,,,,5,"Food taste is super,  seating arrangement should  be improved."
FALSE,Sathish Cherma,16-07-2021,,,,,,5,"Feeling my native sathankulam parotas with chalna...superb taste of chalna..missing bun parotta...extreme spicy is good for parothas..I taste it after 6 months back..I find the shop today...,😍😂"
FALSE,Naga Raj,16-07-2021,,,,,,5,
FALSE,Suman Samanta,16-07-2021,,,,,,5,
TRUE,aneej n,14-07-2021,,,,,,5,
FALSE,Vinod Anbazhagan,14-07-2021,,,,,,4,Traditional taste.....😋
FALSE,Ashwin Shalom,11-07-2021,,,,,,5,
FALSE,dheepak su,11-07-2021,,,,,,5,
TRUE,Subhakant Panda,11-07-2021,,,,,,5,"Tiny sit-out for breakfast, lunch and dinner... But boy do they know how to cook - 'chicken curry' was sumptuous, as was the 'coin paratha'... The 'tomato chutney' and the 'coconut chutney' were different and very delicious too... Go there without any definitions in the head on what a restaurant would be all about... The place is neat though despite being tiny."
FALSE,Mohan Babu,11-07-2021,,,,,,5,One of the best hotels I had Madurai food ever. Pricing is very nominal and makes you visit again and again.
FALSE,Venkatesh Srinivasan,09-07-2021,,,,,,5,
TRUE,SRINIVASAN KRISHNAMURTHY,09-07-2021,,,,,,4,
TRUE,Silpa Arun,09-07-2021,,,,,,5,Love it.
TRUE,Priyanka Gandhi,02-07-2021,,,,,,5,Excellent taste
FALSE,BICHAPPA C,01-07-2021,,,,,,5,
TRUE,Suresh P,22-06-2021,,,,,,4,"Tamilnadu style food is available, Awesome taste"
TRUE,Sai LokeshRoyal,12-05-2021,,,,,,4,Good
TRUE,Humble Code Works,09-05-2021,,,,,,5,
TRUE,Manivel Jkbmv,02-05-2021,,,,,,5,Need our food in Hyderabad. Let's come and taste
FALSE,ROSHAN ZAMEER,28-04-2021,,,,,,5,Best southindian  food
TRUE,Raghul Govindaraju,27-04-2021,,,,,,5,Taste supper
FALSE,sibu mohalik,27-04-2021,,,,,,5,
TRUE,Viswesh Velugula,25-04-2021,,,,,,5,
TRUE,NOSSAM HARSHAVARDHAN REDDY,25-04-2021,,,,,,5,Owner is very friendly.....fish fry is famous here.....all other items are also good here
TRUE,pro shanmugam,24-04-2021,,,,,,5,
FALSE,lokeswar mandava,24-04-2021,,,,,,4,Good
FALSE,Praveen kumar M,22-04-2021,,,,,,5,Good Shop in Hyderabad South Indian style veg & non veg verity.  good taste as like a shop name
FALSE,vinothkannan.j kannan,22-04-2021,,,,,,5,Super tasty
TRUE,Santu Ghosh,22-04-2021,,,,,,4,Very good food. Also maintains good cleaning.
FALSE,Janaki Sekar,17-04-2021,,,,,,5,"If you love Tamilnadu Parathas, Idlis and dosas this is one of the best places. Small place , clean and tasty food."
FALSE,Lalu Swamy,17-04-2021,,,,,,5,
FALSE,Sharukh Khan,16-04-2021,,,,,,5,🥺🥺🥺🥺 made me emotional
FALSE,Silambarasan K,13-04-2021,,,,,,5,Awesome .. Delicious food!!
TRUE,ramesh krishnan,13-04-2021,,,,,,4,
TRUE,Sri Ragesh Ranganathan,13-04-2021,,,,,,5,Amazing
TRUE,Abhishek bugati,13-04-2021,,,,,,4,
TRUE,Rajesh Parimi,13-04-2021,,,,,,3,Tamil's flavour. 😍 experience the biriyani here once.
TRUE,mahadheer,09-04-2021,,,,,,5,Best hotel if you want to taste tamil foods.
TRUE,Keertikumar Nuchchambali,09-04-2021,,,,,,5,
TRUE,vinith pravin,08-04-2021,,,,,,1,
FALSE,SIVA RAJ,05-04-2021,,,,,,4,
FALSE,Vijay Chaudary,02-04-2021,,,,,,4,
FALSE,srini Vijay indira,28-03-2021,,,,,,4,
FALSE,Castro Ganesh,27-03-2021,,,,,,5,Great food
TRUE,Suraj N,25-03-2021,,,,,,5,
FALSE,Indira Kalyani,24-03-2021,,,,,,5,
FALSE,Siva Prasad,24-03-2021,,,,,,3,
FALSE,Sakthi Vel,22-03-2021,,,,,,5,Great home food
TRUE,Gnanavel Asokan,21-03-2021,,,,,,4,"My expectation was very high but I was disappointed with the taste.  Quantity is also less. Taste could have been better..
Owner was very friendly and helpful."
TRUE,Yaseswini Chandrasekhar,17-03-2021,,,,,,3,
FALSE,Satish G,17-03-2021,,,,,,5,Very tasty food with good quality and quantity. Reasonable price.. Loved it
TRUE,Satya priya Mishra,13-03-2021,,,,,,5,Good food
FALSE,Prabhakaran Babu,13-03-2021,,,,,,5,
FALSE,Nithish Kumar,07-03-2021,,,,,,5,
FALSE,Srisailam Sri,06-03-2021,,,,,,5,
FALSE,Jagadeesan Thangam,06-03-2021,,,,,,5,
TRUE,hari pappu,05-03-2021,,,,,,3,
FALSE,Nandu Reddy,04-03-2021,,,,,,5,
TRUE,Sai Nitheesh Reddy,04-03-2021,,,,,,5,
TRUE,Sumanth Dampuru,04-03-2021,,,,,,4,
FALSE,Kusha Das,04-03-2021,,,,,,5,
TRUE,Trinadh Illa,03-03-2021,,,,,,3,
TRUE,Bimal Dhal,01-03-2021,,,,,,5,
TRUE,Saheda Saddam,28-02-2021,,,,,,5,
FALSE,SELVA GANESH,28-02-2021,,,,,,5,All food taste are good
TRUE,Abubaquar Ansari,27-02-2021,,,,,,5,Good food
TRUE,இரா பாலாஜி சங்கர்,21-02-2021,,,,,,3,"Above average cost.
Above average taste"
TRUE,Kumar Arumugam,21-02-2021,,,,,,5,
TRUE,Rithish Adhith K.L.,20-02-2021,,,,,,5,The only place to get tamil food near Madhapur and Gachibowli hi-tech City
TRUE,Johnny Origanti,18-02-2021,,,,,,5,Soul food
FALSE,Earn with Venkat,16-02-2021,,,,,,4,
TRUE,S S N Raju,14-02-2021,,,,,,4,
FALSE,Varun Goud,13-02-2021,,,,,,5,
TRUE,revanth voore,12-02-2021,,,,,,3,All the rates are changed please don’t believe in this rates menu photo .I tried Mojito here It’s awesome and no other restaurant can beat it
TRUE,Jignesh Talasila,12-02-2021,,,,,,4,"A must visit, if you are looking for a very small and cozy place for Tamil food"
TRUE,Crazy Creations,10-02-2021,,,,,,5,Semma
TRUE,PRADEEP KUMAR,09-02-2021,,,,,,5,Superb food with low prices
FALSE,Jeganathan K G,07-02-2021,,,,,,5,"Authentic south indian foods, both veg and non-veg. Good taste, excellent quality, polite and humble servings. Must visit, if you are a southindian food lover"
TRUE,siva sankara,07-02-2021,,,,,,5,
TRUE,Dharshini dharshi,07-02-2021,,,,,,5,My favorite place for proper tamilnadu (especially madurai) food❤
TRUE,kadiyam syamkumar,07-02-2021,,,,,,1,
FALSE,Mosikeeran S,07-02-2021,,,,,,5,
TRUE,sabarisan j,06-02-2021,,,,,,4,Nice tamilnadu street food . A must visit place for tamil folks who miss tn food
FALSE,Suresh Sanjeevi,06-02-2021,,,,,,5,
TRUE,Chandra Mouli,06-02-2021,,,,,,3,
FALSE,Shreepal Singh Chundawat,05-02-2021,,,,,,5,
TRUE,Raj Sharma,05-02-2021,,,,,,5,"Delecious Tamil food, worth to try !!"
TRUE,Ramakrishna Yendluru,05-02-2021,,,,,,5,
TRUE,21IT505 SATHYANAND. C,04-02-2021,,,,,,4,
FALSE,Manikandan N,02-02-2021,,,,,,5,
FALSE,Thavasi Vijay,31-01-2021,,,,,,5,Good taste and price is good.... Awesome....
FALSE,subash 1996,31-01-2021,,,,,,5,
FALSE,SOHAM DIRGHANGI,31-01-2021,,,,,,5,
TRUE,Sathya The Gamer,31-01-2021,,,,,,5,The best South Indian restaurant to take away. not spacious one. So dining in have 2 tables
FALSE,Santhosh Kumar,31-01-2021,,,,,,5,
TRUE,Harish J Kumar,30-01-2021,,,,,,5,After long time had a Madurai special Parota soaked in Chicken Salna (Only Take away on extra cost) Drooling taste. Yummy yummy feel heaven taste. Also Chicken Scrambled Parota with egg. Fantabulous taste.
TRUE,Subramanian Sadagopan,30-01-2021,,,,,,5,
TRUE,Vijay Shankar,28-01-2021,,,,,,4,
TRUE,Kalaivanan Kamarasu,28-01-2021,,,,,,5,
TRUE,SAI SAGAR,25-01-2021,,,,,,5,
TRUE,Salman M B,25-01-2021,,,,,,4,This place servers delicious Tamilnadu food in this area.
TRUE,Thomas Luke,24-01-2021,,,,,,4,Delicious tamil foods. Generous staff. Quality of the food is so good. Very reasonable price. Not very easy to find to the shop.
TRUE,Kishore V,24-01-2021,,,,,,1,Worest food biryani recipes and bad smell of food
TRUE,Arjun Rajan,24-01-2021,,,,,,5,Amazing food.. True fan
FALSE,Mohan Rajendiran,23-01-2021,,,,,,5,
FALSE,Mathanagopal Ramakrishnan,22-01-2021,,,,,,5,Real madurai food taste
TRUE,Manoj Kumar Balakrishna,22-01-2021,,,,,,4,
FALSE,Siva Kumar Mamidipalli,21-01-2021,,,,,,5,Superb Food
TRUE,moturi vamshi krishna,20-01-2021,,,,,,5,
TRUE,Saumya Ranjan Swain,19-01-2021,,,,,,3,Nice
TRUE,Nag Sft,17-01-2021,,,,,,3,
TRUE,Nikita Akkinapelli,15-01-2021,,,,,,5,
TRUE,Ferdinant Lopez,14-01-2021,,,,,,5,Such a good experience...it's like a road side fast food shop with tasty food. Loved it. Do try the mogito
TRUE,YOGI,13-01-2021,,,,,,5,Osm tamil style food
TRUE,Aparnna Behera,13-01-2021,,,,,,3,Good one for typical tamil nadu food
TRUE,Sivaraj Vijay,13-01-2021,,,,,,5,"Egg kothu awesome taste tamilnadu food available here,try it"
FALSE,ramesh aravinth,12-01-2021,,,,,,5,Super
TRUE,mahtwoG 496,12-01-2021,,,,,,5,Best place for TamilNadu Foods in Hyderabad
TRUE,manoj prabakaran,11-01-2021,,,,,,5,
TRUE,Shiva Kumar,10-01-2021,,,,,,5,"Awesome place.. Awesome people... Very pocket friendly... and the best part... Amazing food.... Best place to fulfill all ur tamil food cravings... Loving this place...!!

My months cravings of hometown food.. was tried of the Hyderabadi food... This place came as a savior...."
FALSE,Mohamad Assif,10-01-2021,,,,,,5,If those people want to have Tamilnadu food in tn style the best hotel I would like suggest to with our own Tamilnadu anna hotel madurai cafe
TRUE,Prabhu Mari,10-01-2021,,,,,,5,"Excellent place to eat Tamilnadu flavour dishes
Yelarum poe sapdunga
Small hotel
Try to get parcel
Angahay sapdanum na
Wait panni than sapdanum"
TRUE,Chirag Bose,10-01-2021,,,,,,3,
TRUE,Kiran Kumar,08-01-2021,,,,,,5,Best place to Eat
TRUE,Venigalla Leela Krishna Kanth,07-01-2021,,,,,,4,
TRUE,Nanmaran T,06-01-2021,,,,,,5,
FALSE,Bijayanee Boity,05-01-2021,,,,,,5,
TRUE,Hari Puram,01-01-2021,,,,,,5,
FALSE,Abhijith B A,31-12-2020,,,,,,5,Madurae karan Madurakaran thanyyaahhaa 🤩😍
FALSE,Siva Prakash,31-12-2020,,,,,,5,
TRUE,Sankar Raman Sridhar (Shanky),31-12-2020,,,,,,5,
TRUE,Arun Raj,27-12-2020,,,,,,5,Awesome taste in Hyderabad. I feel like I was in tamil nadu
TRUE,balaji P,26-12-2020,,,,,,5,
TRUE,Ilyas Maviya (‫الیاس معاویہ‬‎),23-12-2020,,,,,,3,
FALSE,Prasath S,21-12-2020,,,,,,5,
FALSE,Azlin Aashika,20-12-2020,,,,,,5,The food was so delicious and the treat was awesome
FALSE,irappa navi,20-12-2020,,,,,,5,
FALSE,suresh kumar Kumar,18-12-2020,,,,,,4,
TRUE,murali dharan,16-12-2020,,,,,,4,Small place but serves tasty Madurai style foods
TRUE,Shivaraj Sawakar,15-12-2020,,,,,,4,
TRUE,PRASATH R,15-12-2020,,,,,,4,
FALSE,Mithun Kumar,15-12-2020,,,,,,5,
TRUE,Surya Narayana,15-12-2020,,,,,,5,
TRUE,koushik neti,14-12-2020,,,,,,3,
FALSE,Joseph Fidelis,13-12-2020,,,,,,5,"The taste of food is different from what we usually eat in Hyderabad.
You can anticipate south Tamilnadu zesty flavors."
TRUE,Anand Giri Natesan,13-12-2020,,,,,,5,Good South Indian food
FALSE,Hari Krishna,11-12-2020,,,,,,5,
FALSE,Abirami Somasundaram,10-12-2020,,,,,,5,
FALSE,Kamala kannan,08-12-2020,,,,,,4,
FALSE,hari prasath,08-12-2020,,,,,,5,
TRUE,Ramesh.Gopagani,06-12-2020,,,,,,4,
TRUE,Mahidhar Karthik,05-12-2020,,,,,,5,Fish fry and egg podi mass are mad here
FALSE,Thangaraj G,04-12-2020,,,,,,5,
FALSE,Dr.Subinraj Ganesh,03-12-2020,,,,,,5,
FALSE,Arthy Tmg,02-12-2020,,,,,,4,
FALSE,Sundaravathanam Annamalai,02-12-2020,,,,,,5,"Good test, this pure tamilnadu test"
FALSE,Mohaneeswaran N,30-11-2020,,,,,,4,Good and simple
FALSE,Shekar VB,29-11-2020,,,,,,5,
FALSE,Kunu Prem kumar,25-11-2020,,,,,,5,
FALSE,sangeetha s,22-11-2020,,,,,,5,
FALSE,Bharath M,22-11-2020,,,,,,5,
FALSE,vijay yajiv,21-11-2020,,,,,,5,
TRUE,Christo S,20-11-2020,,,,,,5,
FALSE,Sriram Nagarajan,18-11-2020,,,,,,5,
TRUE,Muthu Krishnan,18-11-2020,,,,,,4,
FALSE,Thiru V,12-11-2020,,,,,,5,
FALSE,Annapureddy Veera Sudheer kumar reddy,11-11-2020,,,,,,5,
FALSE,krishna kumar,03-11-2020,,,,,,5,
FALSE,bavani mohan,31-10-2020,,,,,,5,
FALSE,mithun dutta,31-10-2020,,,,,,5,
TRUE,Sharavan Kumar,29-10-2020,,,,,,4,Good
TRUE,raj,28-10-2020,,,,,,5,
TRUE,TAMILARASAN,28-10-2020,,,,,,5,
TRUE,Pranap S,11-10-2020,,,,,,5,
TRUE,Thodupunuri saikrishna,10-10-2020,,,,,,5,Best place to taste tamilian food.. loved it
FALSE,DEEPAK PAPPALA,03-10-2020,,,,,,5,
FALSE,krshnkshr,02-10-2020,,,,,,5,Tiny place but authentic and tasty food
TRUE,Sharuhasan Shankar,01-10-2020,,,,,,5,Awesome food.  With the taste of Tamilnadu opens till 11pm at night.  Different variety & stuffs really heaven place to have food like that.
TRUE,jaya priya,29-09-2020,,,,,,4,
TRUE,K MURALI KRISHNA,28-09-2020,,,,,,5,Good
FALSE,Bharathi Raja,17-09-2020,,,,,,5,
TRUE,Dilip Kumar,13-09-2020,,,,,,4,"Good food (native tamilnadu, madhurai style) at affordable prices in Hyderabad"
TRUE,Satyajith Ankareddy,12-09-2020,,,,,,4,Kothu Poratta and Chicken 65 are so good and yummy
TRUE,Manju Nath,06-09-2020,,,,,,5,
FALSE,Mithun,25-08-2020,,,,,,5,
TRUE,Mohammed Faiz,22-08-2020,,,,,,5,
TRUE,Boopathy Raja,17-08-2020,,,,,,4,We can get real taste of Madurai. Kothu parotta
FALSE,Karthika Palanivelu,07-08-2020,,,,,,5,
FALSE,Selvakumar,29-07-2020,,,,,,5,"My Favorites are Mutton Briyani, Omlette, Leg Soup, and Fish Fry.... and evening time Mutton Sukka and Parotta are the best....."
FALSE,Thiru azhagu,22-07-2020,,,,,,5,
FALSE,Michael Sims,21-07-2020,,,,,,5,Super
FALSE,sarath kumar,17-07-2020,,,,,,5,
TRUE,Govinda Gupta,11-07-2020,,,,,,4,
FALSE,badam vivekananda,09-07-2020,,,,,,1,Average not set to Telugu people
TRUE,Narsiram Nehara Narsiram Nehara,06-07-2020,,,,,,5,Good
FALSE,balamurugan karthik,06-07-2020,,,,,,5,Good
TRUE,nigin nixon,03-07-2020,,,,,,4,Food was awesome 👌👍 if u miss Tami Nadu you can visit
FALSE,Mukesh S,29-06-2020,,,,,,5,
FALSE,Sharath Mohandas,27-06-2020,,,,,,5,"Too tastety.. Yummy😋.. Good quantity..
Go and have thr..."
TRUE,Praveen Mewara,17-06-2020,,,,,,4,
FALSE,dhinesh kulaseharan,06-06-2020,,,,,,5,
TRUE,larson jacob,30-05-2020,,,,,,3,
FALSE,Mani Deep,27-05-2020,,,,,,5,
TRUE,Madhu Madhu,17-05-2020,,,,,,5,TN foods at reasonable prices
TRUE,Gagan Singh,27-04-2020,,,,,,4,Amazing and authentic food.
TRUE,Murali Kanagaraj,27-03-2020,,,,,,5,
FALSE,eswar bhumireddy,19-03-2020,,,,,,4,
FALSE,Vinod Reddy,19-03-2020,,,,,,5,
TRUE,Karthick,19-03-2020,,,,,,5,
FALSE,amit kumar,19-03-2020,,,,,,5,
TRUE,Manojkumar Muralitharan,18-03-2020,,,,,,5,
TRUE,sumanth konijeti,18-03-2020,,,,,,4,"A small and cozy place with huge varieties! one can experience the authentic Tamilnadu cuisine. there are very few authentic Tamil cuisine available in Hyderabad. you may not like the place and ambiance as it is very small and look like road side shop but one thing for sure is it will not disappoint with the taste! Must Try-: Kalakki, parotta, Paneer soda and bovonto!"
FALSE,Baalaji N.P,16-03-2020,,,,,,3,
FALSE,V Prakash,16-03-2020,,,,,,5,Superb
TRUE,SHOBHIT KUMAR,15-03-2020,,,,,,5,Nice south indian in cheap price.
FALSE,prabhagaran v,14-03-2020,,,,,,5,
TRUE,Chiranjeevi Annapureddy,14-03-2020,,,,,,5,Awesome 👌
TRUE,Deva Rajan,13-03-2020,,,,,,5,Typical tamil food
FALSE,Pooja Roopesh,13-03-2020,,,,,,4,
FALSE,Shekar Reddy98,13-03-2020,,,,,,5,
TRUE,Ashish Suman,12-03-2020,,,,,,4,
TRUE,Kathiresan M,12-03-2020,,,,,,3,
FALSE,fire vsb,12-03-2020,,,,,,5,
TRUE,Karthick,11-03-2020,,,,,,5,
FALSE,Vishnuvardhan Reddy,11-03-2020,,,,,,5,
FALSE,Venkat Vaithyanathan,10-03-2020,,,,,,5,
TRUE,Ganapathi Subramanian,10-03-2020,,,,,,4,
TRUE,vikash jami,08-03-2020,,,,,,5,
TRUE,Sai Siddhartha Palthepu,08-03-2020,,,,,,3,
FALSE,Ashirvadam jalli,08-03-2020,,,,,,5,
TRUE,Bala Vignesh,08-03-2020,,,,,,5,Right place for TN dosa
TRUE,ravi shankar,08-03-2020,,,,,,5,
TRUE,Tarun Chawla,07-03-2020,,,,,,5,
FALSE,Ramesh11111 Ramesh11111,06-03-2020,,,,,,4,
TRUE,SHIVA KUMAR,05-03-2020,,,,,,5,
TRUE,Basheer Ahamed,05-03-2020,,,,,,2,OK
FALSE,Raja Shekar,04-03-2020,,,,,,5,
TRUE,Chandrakanth Kudikala,04-03-2020,,,,,,5,I love food here
FALSE,Vinay Gupta1278,04-03-2020,,,,,,5,Good
TRUE,Machavarapu Gowtham,03-03-2020,,,,,,3,
TRUE,Muralidhar Muppaneni,03-03-2020,,,,,,3,
TRUE,S.Arun Kumar,01-03-2020,,,,,,5,
TRUE,r surendhar,01-03-2020,,,,,,5,
TRUE,Radha krishnan,01-03-2020,,,,,,5,Tasty food friendly staff .. authentic madurai flavors
TRUE,satheesh prabhakaran,01-03-2020,,,,,,5,The best and authentic Tamil Nadu food you can get in Hyderabad
TRUE,Gunasekhar Dasarathan,01-03-2020,,,,,,5,
TRUE,Saiteja Sadadevi,29-02-2020,,,,,,4,Good
FALSE,ashok sai,29-02-2020,,,,,,1,
TRUE,ANKUR SEKHRI,29-02-2020,,,,,,3,
